/home/radio-mickyandonie/Desktop/radio-ma/mr-spanish/Jose Luis Perales  Canciones/entre el agua y el fuego --- 06 Y como es el.mp3 --- 3.99 --- 0.0053515625
/home/radio-mickyandonie/Desktop/radio-ma/mr-spanish/Jose Luis Perales  Canciones/entre el agua y el fuego --- 10 Como siempre.mp3 --- 3.52 --- 0.0047265625
/home/radio-mickyandonie/Desktop/radio-ma/mr-spanish/Jose Luis Perales  Canciones/entre el agua y el fuego --- 07 A quien importa.mp3 --- 2.54 --- 0.0034082031
/home/radio-mickyandonie/Desktop/radio-ma/mr-spanish/Jose Luis Perales  Canciones/entre el agua y el fuego --- 03 Cuando vuelvas.mp3 --- 3.72 --- 0.0049902344
/home/radio-mickyandonie/Desktop/radio-ma/mr-spanish/Jose Luis Perales  Canciones/entre el agua y el fuego --- 04 Dime.mp3 --- 3.74 --- 0.0050097656
/home/radio-mickyandonie/Desktop/radio-ma/mr-spanish/Jose Luis Perales  Canciones/entre el agua y el fuego --- 01 Por Amor.mp3 --- 3.12 --- 0.0041894531
/home/radio-mickyandonie/Desktop/radio-ma/mr-spanish/Jose Luis Perales  Canciones/entre el agua y el fuego --- 08 Cancion infantil.mp3 --- 2.92 --- 0.0039257812
/home/radio-mickyandonie/Desktop/radio-ma/mr-spanish/Jose Luis Perales  Canciones/entre el agua y el fuego --- 05 Cantar una cancion.mp3 --- 2.92 --- 0.0039257812
/home/radio-mickyandonie/Desktop/radio-ma/mr-spanish/Jose Luis Perales  Canciones/entre el agua y el fuego --- 09 Que pasara mañana.mp3 --- 3.39 --- 0.0045410156
/home/radio-mickyandonie/Desktop/radio-ma/mr-spanish/Jose Luis Perales  Canciones/entre el agua y el fuego --- 02 Cancion de otoño.mp3 --- 4.34 --- 0.0058203125
/home/radio-mickyandonie/Desktop/radio-ma/mr-spanish/Jose Luis Perales  Canciones/Jose Luis Perales CD 2 --- Como Ha Pasado El Tiempo.mp3 --- 3.42 --- 0.0030664063
/home/radio-mickyandonie/Desktop/radio-ma/mr-spanish/Jose Luis Perales  Canciones/Jose Luis Perales CD 2 --- Si No Estuvieras Tu.mp3 --- 3.43 --- 0.0030761719
/home/radio-mickyandonie/Desktop/radio-ma/mr-spanish/Jose Luis Perales  Canciones/Jose Luis Perales CD 2 --- Ay Amor.mp3 --- 3.59 --- 0.0032128906
/home/radio-mickyandonie/Desktop/radio-ma/mr-spanish/Jose Luis Perales  Canciones/Jose Luis Perales CD 2 --- El Hombre Y La Sirena.mp3 --- 4.67 --- 0.0041796875
/home/radio-mickyandonie/Desktop/radio-ma/mr-spanish/Jose Luis Perales  Canciones/Jose Luis Perales CD 2 --- Me Ire Calladamente.mp3 --- 3.95 --- 0.0035351563
/home/radio-mickyandonie/Desktop/radio-ma/mr-spanish/Jose Luis Perales  Canciones/Jose Luis Perales CD 2 --- A Mas De Mil Km De Ti.mp3 --- 3.5 --- 0.0023535156
/home/radio-mickyandonie/Desktop/radio-ma/mr-spanish/Jose Luis Perales  Canciones/Jose Luis Perales CD 2 --- Por Que Esta Soledad.mp3 --- 3.69 --- 0.0033105469
/home/radio-mickyandonie/Desktop/radio-ma/mr-spanish/Jose Luis Perales  Canciones/Jose Luis Perales CD 2 --- Buenos Dias Tristeza.mp3 --- 5.36 --- 0.0047949219
/home/radio-mickyandonie/Desktop/radio-ma/mr-spanish/Jose Luis Perales  Canciones/Jose Luis Perales CD 2 --- El Escultor Y Ella.mp3 --- 5.11 --- 0.0045703125
/home/radio-mickyandonie/Desktop/radio-ma/mr-spanish/Jose Luis Perales  Canciones/Jose Luis Perales CD 2 --- Perdoname Mi Amor.mp3 --- 3.66 --- 0.0032714844
/home/radio-mickyandonie/Desktop/radio-ma/mr-spanish/Jose Luis Perales  Canciones/Jose Luis Perales CD 2 --- El Loco.mp3 --- 3.65 --- 0.0032617187
/home/radio-mickyandonie/Desktop/radio-ma/mr-spanish/Jose Luis Perales  Canciones/Jose Luis Perales CD 2 --- Te Has Quedado En Mi.mp3 --- 3.4 --- 0.003046875
/home/radio-mickyandonie/Desktop/radio-ma/mr-spanish/Jose Luis Perales  Canciones/Jose Luis Perales CD 2 --- Brindaremos Por El.mp3 --- 4.29 --- 0.0038378906
/home/radio-mickyandonie/Desktop/radio-ma/mr-spanish/Jose Luis Perales  Canciones/Jose Luis Perales CD 2 --- Supervivientes.mp3 --- 4.18 --- 0.0037402344
/home/radio-mickyandonie/Desktop/radio-ma/mr-spanish/Jose Luis Perales  Canciones/Jose Luis Perales CD 2 --- Le Llamaban Loca.mp3 --- 3.84 --- 0.0034375
